date,cpi,inflation_pct
2022-02-01,101.6,1.5999999999999943
2022-03-01,104.5,4.5
2022-04-01,103.1,3.0999999999999943
2022-05-01,102.7,2.700000000000003
2022-06-01,103.1,3.0999999999999943
2022-07-01,100.7,0.7000000000000028
2022-08-01,101.1,1.0999999999999943
2022-09-01,101.9,1.9000000000000057
2022-10-01,102.5,2.5
2022-11-01,100.7,0.7000000000000028
2022-12-01,100.7,0.7000000000000028
2023-01-01,100.8,0.7999999999999972
2023-02-01,100.7,0.7000000000000028
2023-03-01,101.5,1.5
2023-04-01,100.2,0.20000000000000284
2023-05-01,100.5,0.5
2023-06-01,100.8,0.7999999999999972
2023-07-01,99.4,-0.5999999999999943
2023-08-01,98.6,-1.4000000000000057
2023-09-01,100.5,0.5
2023-10-01,100.8,0.7999999999999972
2023-11-01,100.5,0.5
2023-12-01,100.7,0.7000000000000028
2024-01-01,100.4,0.4000000000000057
2024-02-01,100.3,0.29999999999999716
2024-03-01,100.5,0.5
2024-04-01,100.2,0.20000000000000284
2024-05-01,100.6,0.5999999999999943
2024-06-01,102.2,2.200000000000003
2024-07-01,100.0,0.0
2024-08-01,100.6,0.5999999999999943
2024-09-01,101.5,1.5
2024-10-01,101.8,1.7999999999999972
2024-11-01,101.9,1.9000000000000057
2024-12-01,101.4,1.4000000000000057
2025-01-01,101.2,1.2000000000000028
2025-02-01,100.8,0.7999999999999972
2025-03-01,101.5,1.5
2025-04-01,100.7,0.7000000000000028
2025-05-01,101.3,1.2999999999999972
2025-06-01,100.8,0.7999999999999972
2025-07-01,99.8,-0.20000000000000284
2025-08-01,99.8,-0.20000000000000284
2025-09-01,100.3,0.29999999999999716
2025-10-01,100.9,0.9000000000000057
2025-11-01,100.4,0.4000000000000057
2025-12-01,100.2,0.20000000000000284
